id,name,org_type,credit_code,source,desensitize,create_time,update_time
org_afaa4b31d759,某资产管理公司长春办事处,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_e76b5327319d,沈某集团股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d313cc2fbe45,沈阳透某机械股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_2544d06cab5e,沈阳斯某机械有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_f4218f912500,沈阳斯某机械制造有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_7ad6261f6b51,爱某商务咨询（上海）有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_a93c9d5a6140,雅某股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_3e74e863816b,广州市某益食品贸易有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_8428e3781f76,某善食品有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_c679d84f3b37,安徽省蚌埠市龙子湖区人民法院,court,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_db5e655f12ce,河南省滑县人民法院,court,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_c0252093b58a,滑县人民检察院,procuratorate,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_c3159dac1c0f,公安机关,government_agency,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_833fe5733916,上海某物业管理有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_c6d4a7e36727,上海某置业有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_deeb7cfaa7fb,江西某房地产公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d21611d32ddc,山东省安丘市人民政府,government_agency,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_5c47d887974d,莱芜某钢铁有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_ca14e7dc9a25,潍坊某置业公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_6a922cda77b1,北京某科技发展有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_af55d3b3a129,北京市海淀区人力资源和社会保障局,government_agency,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_644b2973e8d5,云阳县社会保险事务中心,government_agency,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_c3e278e792d1,重庆缔某建筑劳务有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_42b714918560,重庆某建设集团有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_5bd03fabd3a2,东某证券股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_3442dd1e66fd,皇某集团股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_37e0a2c4e5ac,宁夏吴忠某农村商业银行股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_a1f8d167f41c,福建省莆田市秀屿区人民法院,court,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_492984683633,福建省莆田市中级人民法院,court,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_0d53a3a82fee,福建省高级人民法院,court,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_29434506661b,山东某消防工程有限责任公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d48834f1359b,浙江某建设集团有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d579acbd8847,徐州城某有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_e9ebc25c3c38,广东省封开县人民检察院,procuratorate,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_8e50e3925d88,某电信股份有限公司封开分公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_f0ec4b4bace5,蓝某（中国）有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_7e9e8bc94e19,北京普惠某有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_be0ba2c840c9,天津市某生物科技有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_8eeac524db9c,天津某日用品店,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_5adeed8e3345,深圳市帮某科技有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_50df3de86320,深圳市奥某科技有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_ddc713ec3eb9,某星公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_28a0b3b10016,福建某融资担保有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_f5fba79aba26,某银行股份有限公司宁德分行,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_47d22773c31d,江苏省盐城市人民检察院,procuratorate,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_7b8b05e4a848,南京某司法鉴定中心,expert_institution,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_979fe568a00a,杭州某板电器股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_6b650866904f,杭州某板实业集团有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_4f952359d11b,某板电器香港国际（中国）股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_33a35e32e8d9,厦门市某德电器科技有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_cf9d00f31dcf,嵊州市某德电器有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_542aa82fe1ac,庄河市某德厨电销售中心,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d995acf311fd,某地产集团有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_9d16e709fc54,湖南某辰置业有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_e3f9fa66f8dd,宁乡市财政局,government_agency,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_16ee8852242b,长沙市人民检察院,procuratorate,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_7bd26af28600,长沙市岳麓区人民检察院,procuratorate,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_5bd934d04949,某市城投公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_5b0d3f068286,上海某物流有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_b4e46987184e,某财产保险股份有限公司上海分公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_391bdf5ca5da,某财产保险股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_03df96fe3823,燕城某传媒有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_9a9df9803ffb,上海某化妆品有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_9d145b89c94d,上海某联合股份有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_f604a16a7119,某商贸有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_d65b52020f2c,太原某融资担保公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_94b4c2bd267f,山西某钢铁公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_4bb7a107ad2b,山西中某钢融资再担保公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
org_16cd8d4bcb84,延边某仁贸易有限公司,company,,llm_extraction,false,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z
